,Country,Date,Center,Type,Region,Place,Lat,Long,Location_des
694,Liberia,2015-10-11 00:00:00,"Arcellor Mittal Hospital, Yekepa",Hospital,Nimba,Yekepa,7.584696429,-8.537762083,"Arcellor Mittal Hospital, Yekepa, Nimba"
695,Liberia,2015-10-12 00:00:00,Zeekapa,,Nimba,Zaakin,6.649571195,-9.117432643,"Zeekapa, Nimba"
696,Liberia,2015-10-13 00:00:00,Bahn,Health Center,Nimba,Bahn,7.02958,-8.73021,"Bahn, Nimba"
697,Liberia,2015-10-14 00:00:00,Bahn Mission,Clinic,Nimba,Bahn,7.02088,-8.72441,"Bahn Mission, Nimba"
698,Liberia,2015-10-15 00:00:00,Beadatuo,Clinic,Nimba,Beadatuo,6.99038,-8.59757,"Beadatuo, Nimba"
699,Liberia,2015-10-16 00:00:00,Buutuo,Clinic,Nimba,Buutuo,6.83018,-8.34343,"Buutuo, Nimba"
700,Liberia,2015-10-17 00:00:00,Gblarlay,Clinic,Nimba,Gbalhplay,6.72277,-8.4286,"Gblarlay, Nimba"
701,Liberia,2015-10-18 00:00:00,Gbloulay,Clinic,Nimba,Gblonlay,6.8944,-8.59508,"Gbloulay, Nimba"
702,Liberia,2015-10-19 00:00:00,Lepula,Clinic,Nimba,Lepula,6.97915,-8.41772,"Lepula, Nimba"
703,Liberia,2015-10-20 00:00:00,Payee Comm.,Clinic,Nimba,Payee,7.11285,-8.7349,"Payee Comm., Nimba"
704,Liberia,2015-10-21 00:00:00,Wehplay,Clinic,Nimba,Wehyeplay,7.0778,-8.6281,"Wehplay, Nimba"
705,Liberia,2015-10-22 00:00:00,ITI Clinic,Clinic,River Cess,,5.61584,-9.32318,"ITI Clinic, River Cess"
706,Liberia,2015-10-23 00:00:00,Dorbor Clinic,Clinic,River Cess,Dorbor,6.029636,-9.994233,"Dorbor Clinic, River Cess"
707,Liberia,2015-10-24 00:00:00,Zammie,Clinic,River Cess,Plaw,5.85358,-9.22857,"Zammie, River Cess"
708,Liberia,2015-10-25 00:00:00,Neezuin Town,,River Cess,Sogo Place,5.687642002,-9.500306225,"Neezuin Town, River Cess"
709,Liberia,2015-10-26 00:00:00,Obs-Obs Mission,Clinic,River Cess,,5.52013,-9.61853,"Obs-Obs Mission, River Cess"
710,Liberia,2015-10-27 00:00:00,Timbo Compound,Clinic,River Cess,,5.56679,-9.71894,"Timbo Compound, River Cess"
711,Liberia,2015-10-28 00:00:00,Boegeesay,Clinic,River Cess,Boegezay Town,6.15302,-9.32163,"Boegeesay, River Cess"
712,Liberia,2015-10-29 00:00:00,Gozohn Clinic,Clinic,River Cess,Gozohn,6.450092,-9.743114,"Gozohn Clinic, River Cess"
713,Liberia,2015-10-30 00:00:00,Kangbo Clinic,Clinic,River Cess,Kangbo To,6.2688,-9.20287,"Kangbo Clinic, River Cess"
714,Liberia,2015-10-31 00:00:00,Gozohn,Clinic,River Cess,,6.25996,-9.27653,"Gozohn, River Cess"
715,Liberia,2015-11-01 00:00:00,Charile Town Clinic,Clinic,River Cess,Charlie river,5.663100512,-9.621288423,"Charile Town Clinic, River Cess"
716,Liberia,2015-11-02 00:00:00,Bodowhea,Clinic,River Cess,,6.0037,-9.40138,"Bodowhea, River Cess"
717,Liberia,2015-11-03 00:00:00,Larkpazee Clinic,Clinic,River Cess,,6.09033,-9.41303,"Larkpazee Clinic, River Cess"
718,Liberia,2015-11-04 00:00:00,Kayah Community,Clinic,River Cess,Chuwohnbli,5.89928,-9.62345,"Kayah Community, River Cess"
719,Liberia,2015-11-05 00:00:00,Gblossoe,Clinic,River Cess,Gblossoebli,5.77601,-9.58461,"Gblossoe, River Cess"
720,Liberia,2015-11-06 00:00:00,Gbediah Clinic,Clinic,River Cess,Mawbi,5.741732117,-9.641593906,"Gbediah Clinic, River Cess"
721,Liberia,2015-11-07 00:00:00,Yarpa Town,,River Cess,Moyenta,5.715569572,-9.618635486,"Yarpa Town, River Cess"
722,Liberia,2015-11-08 00:00:00,Sahyah,Clinic,River Cess,Pinyonwroh,5.84519,-9.54236,"Sahyah, River Cess"
723,Liberia,2015-11-09 00:00:00,St. Francis,Hospital,River Cess,Babli,5.47024,-9.5801,"St. Francis, River Cess"
724,Liberia,2015-11-10 00:00:00,St. Francis Hospital,Hospital,River Cess,"Cestos City (Babili, River Cess Town)",5.469556681,-9.582268806,"St. Francis Hospital, River Cess"
725,Liberia,2015-11-11 00:00:00,Cherboken,Clinic,River Gee,Cheboken,5.26501,-8.07687,"Cherboken, River Gee"
726,Liberia,2015-11-12 00:00:00,Putuken Clinic,Clinic,River Gee,Putuken,5.34589,-8.03451,"Putuken Clinic, River Gee"
727,Liberia,2015-11-13 00:00:00,Jarkaken,Clinic,River Gee,,5.37733,-7.99596,"Jarkaken, River Gee"
728,Liberia,2015-11-14 00:00:00,Gbeapo Health Center,Health Center,River Gee,Kanweaken,5.23469,-8.01386,"Gbeapo Health Center, River Gee"
729,Liberia,2015-11-15 00:00:00,Kizito Kanweakan,Clinic,River Gee,Kanweaken,4.7604,-8.0916,"Kizito Kanweakan, River Gee"
730,Liberia,2015-11-16 00:00:00,Killepo Clinic,Clinic,River Gee,Killepo K,5.49176,-8.09328,"Killepo Clinic, River Gee"
731,Liberia,2015-11-17 00:00:00,Pronoken Town,Clinic,River Gee,Pronoken,5.18448,-7.96763,"Pronoken Town, River Gee"
732,Liberia,2015-11-18 00:00:00,St. Kizito,Clinic,River Gee,,5.23089,-8.01336,"St. Kizito, River Gee"
733,Liberia,2015-11-19 00:00:00,U-bor,Clinic,River Gee,,5.44084,-7.5085,"U-bor, River Gee"
734,Liberia,2015-11-20 00:00:00,Kronoken City Clinic,,River Gee,Jimmeville,4.87541819,-7.619479092,"Kronoken City Clinic, River Gee"
735,Liberia,2015-11-21 00:00:00,Jimmyville Clinic,Clinic,River Gee,Jimmiville,4.88052,-7.62165,"Jimmyville Clinic, River Gee"
736,Liberia,2015-11-22 00:00:00,Nyaaken Town Clinic,,River Gee,Nyaake,4.851952029,-7.599060085,"Nyaaken Town Clinic, River Gee"
737,Liberia,2015-11-23 00:00:00,Tuobo Clinic,Clinic,River Gee,Nyenebo,4.958156,-7.6253,"Tuobo Clinic, River Gee"
738,Liberia,2015-11-24 00:00:00,Nyenebo,Clinic,River Gee,Taryaken,4.90398,-7.81728,"Nyenebo, River Gee"
739,Liberia,2015-11-25 00:00:00,Charles Williams Clinic,,River Gee,,4.958179843,-7.623637133,"Charles Williams Clinic, River Gee"
740,Liberia,2015-11-26 00:00:00,Webo Chara Clinic,,River Gee,,4.883103374,-7.618381386,"Webo Chara Clinic, River Gee"
741,Liberia,2015-11-27 00:00:00,Fishtown Clinic,Health Center,River Gee,Fish Town,5.1974297,-7.8755193,"Fishtown Clinic, River Gee"
742,Liberia,2015-11-28 00:00:00,Jayproken Clinic,Clinic,River Gee,Japroken,5.291194,-7.848468,"Jayproken Clinic, River Gee"
743,Liberia,2015-11-29 00:00:00,Juwelbo,Clinic,River Gee,Juwelpo,5.40875,-7.82522,"Juwelbo, River Gee"
744,Liberia,2015-11-30 00:00:00,Japroken,Clinic,River Gee,,5.28879,-7.84706,"Japroken, River Gee"
745,Liberia,2015-12-01 00:00:00,River Gbeh Clinic,Clinic,River Gee,River  Gbe Camp,5.21162,-7.66451,"River Gbeh Clinic, River Gee"
746,Liberia,2015-12-02 00:00:00,Sarbo Sweaken Clinic,Health Center,River Gee,Swekhen,5.13154,-7.73245,"Sarbo Sweaken Clinic, River Gee"
747,Liberia,2015-12-03 00:00:00,Gbeh Town Clinic,,River Gee,,5.209691686,-7.66460084,"Gbeh Town Clinic, River Gee"
748,Liberia,2015-12-04 00:00:00,Tuobo,Clinic,River Gee,,5.02331,-7.65973,"Tuobo, River Gee"
749,Liberia,2015-12-05 00:00:00,Diyankpo,Clinic,Sinoe,Dyankpo,5.03309,-8.53072,"Diyankpo, Sinoe"
750,Liberia,2015-12-06 00:00:00,Government Camp Clinic,Clinic,Sinoe,Government Camp,5.029936029,-8.439788792,"Government Camp Clinic, Sinoe"
751,Liberia,2015-12-07 00:00:00,Wiah Town,Clinic,Sinoe,Wiah Town,5.2941368,-9.001917,"Wiah Town, Sinoe"
752,Liberia,2015-12-08 00:00:00,BOPC,Clinic,Sinoe,,5.25498,-9.17141,"BOPC, Sinoe"
753,Liberia,2015-12-09 00:00:00,Butaw,Clinic,Sinoe,,5.11943,-9.07004,"Butaw, Sinoe"
754,Liberia,2015-12-10 00:00:00,Karquekpo Clinic,Clinic,Sinoe,Drill,4.984850091,-8.649099314,"Karquekpo Clinic, Sinoe"
755,Liberia,2015-12-11 00:00:00,JAUYEN CLINIC,Clinic (HC),Sinoe,Jauryen,5.091608157,-8.667988149,"JAUYEN CLINIC, Sinoe"
756,Liberia,2015-12-12 00:00:00,Menweh Walker,Clinic,Sinoe,Seeton Juaryen,4.94339,-8.72355,"Menweh Walker, Sinoe"
757,Liberia,2015-12-13 00:00:00,Edward Memorial,Clinic,Sinoe,Settra Kru,4.8992,-8.8458,"Edward Memorial, Sinoe"
758,Liberia,2015-12-14 00:00:00,Edward Memorial,Clinic,Sinoe,,4.8999,-8.8432,"Edward Memorial, Sinoe"
759,Liberia,2015-12-15 00:00:00,Kwitatuzon Clinic,Clinic,Sinoe,,4.992147097,-8.788915187,"Kwitatuzon Clinic, Sinoe"
760,Liberia,2015-12-16 00:00:00,TUZON CLINIC,,Sinoe,,5.101449226,-8.498369334,"TUZON CLINIC, Sinoe"
761,Liberia,2015-12-17 00:00:00,Lexington (Seesee) Clinic,Clinic,Sinoe,Farmerville,5.045554866,-9.039694475,"Lexington (Seesee) Clinic, Sinoe"
762,Liberia,2015-12-18 00:00:00,F. J. Grante,Hosp,Sinoe,Greenville,5.0085839,-9.0367031,"F. J. Grante, Sinoe"
763,Liberia,2015-12-19 00:00:00,FJ GRANTE MEMORIAL HOSPITAL,Hospital,Sinoe,Greenville,5.011177841,-9.037888194,"FJ GRANTE MEMORIAL HOSPITAL, Sinoe"
764,Liberia,2015-12-20 00:00:00,St. Joseph Catholic,Clinic,Sinoe,Greenville,5.02183,-9.04379,"St. Joseph Catholic, Sinoe"
765,Liberia,2015-12-21 00:00:00,Jokoken,Clinic,Sinoe,Jokoken,5.35354,-8.12892,"Jokoken, Sinoe"
766,Liberia,2015-12-22 00:00:00,Nyennawlicken,Clinic,Sinoe,Nyennawlicken,5.36939,-8.18969,"Nyennawlicken, Sinoe"
767,Liberia,2015-12-23 00:00:00,Doodwicken Clinic,,Sinoe,,5.176582969,-8.565983116,"Doodwicken Clinic, Sinoe"
768,Liberia,2015-12-24 00:00:00,Ducor Free,Clinic,Sinoe,,5.27099,-8.37327,"Ducor Free, Sinoe"
769,Liberia,2015-12-25 00:00:00,GBATEKEN CLINIC,,Sinoe,,5.3174572,-8.29694428,"GBATEKEN CLINIC, Sinoe"
770,Liberia,2015-12-26 00:00:00,JARPOKEN CLINIC,,Sinoe,,5.202815395,-8.563258161,"JARPOKEN CLINIC, Sinoe"
771,Liberia,2015-12-27 00:00:00,Juarzon,Clinic,Sinoe,Bilibokwl,5.3797358,-8.8496735,"Juarzon, Sinoe"
772,Liberia,2015-12-28 00:00:00,Jacksonville,Clinic,Sinoe,Jacksonvi,5.41245,-9.08578,"Jacksonville, Sinoe"
773,Liberia,2015-12-29 00:00:00,ENI Clinic,Clinic,Sinoe,,5.43626,-8.9317,"ENI Clinic, Sinoe"
774,Liberia,2015-12-30 00:00:00,Roselyn Toe Massaquoi,Clinic,Sinoe,,5.3745,-8.96184,"Roselyn Toe Massaquoi, Sinoe"
775,Liberia,2015-12-31 00:00:00,Wiah Town,Clinic,Sinoe,,5.2941368,-9.001917,"Wiah Town, Sinoe"
776,Liberia,2016-01-01 00:00:00,Drapo Clinic,,Sinoe,Drapo,5.037407748,-8.908884303,"Drapo Clinic, Sinoe"
777,Liberia,2016-01-02 00:00:00,DEJIJA KILO CLINIC,Clinic,Sinoe,Pine,5.086265115,-8.97022728,"DEJIJA KILO CLINIC, Sinoe"
778,Liberia,2016-01-03 00:00:00,SAYWON TOWN CLINIC,Clinic,Sinoe,Sayone,5.052771898,-8.833101151,"SAYWON TOWN CLINIC, Sinoe"
779,Liberia,2016-01-04 00:00:00,KABADA CLINIC,Clinic,Sinoe,,4.989447857,-8.841235849,"KABADA CLINIC, Sinoe"
780,Liberia,2016-01-05 00:00:00,Kilo Town,Clinic,Sinoe,,5.09252,-8.97223,"Kilo Town, Sinoe"
781,Liberia,2016-01-06 00:00:00,PANAMA CLINIC,,Sinoe,,4.991273586,-8.939561142,"PANAMA CLINIC, Sinoe"
782,Liberia,2016-01-07 00:00:00,SINOE RUBBER COMPANY CLINIC,,Sinoe,,5.161351615,-8.966614569,"SINOE RUBBER COMPANY CLINIC, Sinoe"
783,Liberia,2016-01-08 00:00:00,SRC,Clinic,Sinoe,,5.13308,-8.99635,"SRC, Sinoe"
784,Liberia,2016-01-09 00:00:00,TUBMANVILLE CLINIC,Clinic,Sinoe,,4.9972821,-8.8877499,"TUBMANVILLE CLINIC, Sinoe"
785,Liberia,2016-01-10 00:00:00,Chebioh's Town,Clinic,Sinoe,Chebioh's Town,5.5288576,-8.6330781,"Chebioh's Town, Sinoe"
786,Liberia,2016-01-11 00:00:00,Pyne Town,Clinic,Sinoe,Paye Town,5.69374,-8.40083,"Pyne Town, Sinoe"
787,Liberia,2016-01-12 00:00:00,Pellokon,Clinic,Sinoe,,5.67882,-8.59069,"Pellokon, Sinoe"
788,Liberia,2016-01-13 00:00:00,Voogbardee,Clinic,Sinoe,,5.78907,-8.54031,"Voogbardee, Sinoe"
