,Country,Center,Type,Region,Lat,Long,Location_des
224,Liberia,Borleken Clinic,,Grand Gedeh,5.477048223,-8.715719568999999,"Borleken Clinic, Grand Gedeh"
225,Liberia,Gbarzon Polar,Clinic,Grand Gedeh,6.16245,-8.56683,"Gbarzon Polar, Grand Gedeh"
226,Liberia,Tuzon Clinic,,Grand Gedeh,6.169500692000001,-8.249804855,"Tuzon Clinic, Grand Gedeh"
227,Liberia,Gbarzon Jarwodee Clinic,Clinic,Grand Gedeh,6.11346,-8.599789999999999,"Gbarzon Jarwodee Clinic, Grand Gedeh"
228,Liberia,Polar Town Clinic,Clinic,Grand Gedeh,6.161709414,-8.56434275,"Polar Town Clinic, Grand Gedeh"
229,Liberia,Gbar Zon (ZleH) Health Center,,Grand Gedeh,6.26467473,-8.488411879,"Gbar Zon (ZleH) Health Center, Grand Gedeh"
230,Liberia,Ziah Town,Health Center,Grand Gedeh,5.76421,-7.85496,"Ziah Town, Grand Gedeh"
231,Liberia,Putu Pennoken,Clinic,Grand Gedeh,5.60069,-8.15372,"Putu Pennoken, Grand Gedeh"
232,Liberia,Boundary Clinic,,Grand Gedeh,5.879643572000001,-7.995474702,"Boundary Clinic, Grand Gedeh"
233,Liberia,,,Grand Gedeh,5.8161533,-8.0995537,
234,Liberia,Putu Jarwodee Clinic,,Grand Gedeh,5.61499,-8.32108,"Putu Jarwodee Clinic, Grand Gedeh"
235,Liberia,Karlowkeh Clinic,,Grand Gedeh,5.753266077,-8.151028204,"Karlowkeh Clinic, Grand Gedeh"
236,Liberia,Pennoken Clinic,Clinic,Grand Gedeh,5.590408605,-8.124181067,"Pennoken Clinic, Grand Gedeh"
237,Liberia,Gboloken,Clinic,Grand Gedeh,6.10795,-8.19154,"Gboloken, Grand Gedeh"
238,Liberia,MTM (Martha Tubman Memorial Hospital),Hospital,Grand Gedeh,6.07795,-8.12434,"MTM (Martha Tubman Memorial Hospital), Grand Gedeh"
239,Liberia,Putu Karlorwleh,Clinic,Grand Gedeh,6.06229,-8.138860000000001,"Putu Karlorwleh, Grand Gedeh"
240,Liberia,Gorbowrogba,Clinic,Grand Gedeh,6.06245,-8.13917,"Gorbowrogba, Grand Gedeh"
241,Liberia,Toffoi Town,Clinic,Grand Gedeh,5.9699599999999995,-8.0867,"Toffoi Town, Grand Gedeh"
242,Liberia,Christ the king Clinic (Private),,Grand Gedeh,6.066202197999999,-8.12976841,"Christ the king Clinic (Private), Grand Gedeh"
243,Liberia,Galapo Health Service (Private),,Grand Gedeh,6.066202197999999,-8.12976841,"Galapo Health Service (Private), Grand Gedeh"
244,Liberia,Gorbowraba Clinic,,Grand Gedeh,5.784270332,-8.338840494,"Gorbowraba Clinic, Grand Gedeh"
245,Liberia,Kumah Town Clinic,Clinic,Grand Gedeh,5.9388337170000005,-8.245605935,"Kumah Town Clinic, Grand Gedeh"
246,Liberia,Martha Tubman Memorial Hospital,,Grand Gedeh,6.066202197999999,-8.12976841,"Martha Tubman Memorial Hospital, Grand Gedeh"
247,Liberia,PTP Refugee Clinic,,Grand Gedeh,6.030810118,-8.060253054,"PTP Refugee Clinic, Grand Gedeh"
248,Liberia,Picnicess,Clinic,Grand Kru,4.6275,-8.3125,"Picnicess, Grand Kru"
249,Liberia,Barclayville Central High School,ETC,Grand Kru,4.67252,-8.233039999999999,"Barclayville Central High School, Grand Kru"
250,Liberia,Barclayville Health Center,Health Center,Grand Kru,4.67252,-8.233039999999999,"Barclayville Health Center, Grand Kru"
251,Liberia,Filoken Clinic,Clinic,Grand Kru,4.71047,-8.158539999999999,"Filoken Clinic, Grand Kru"
252,Liberia,Gballah Clinic,,Grand Kru,4.7039,-8.1573,"Gballah Clinic, Grand Kru"
253,Liberia,Grand Cess City Clinic,Clinic,Grand Kru,4.569279662,-8.222912635,"Grand Cess City Clinic, Grand Kru"
254,Liberia,Gbanken,Clinic,Grand Kru,4.6820699999999995,-8.11234,"Gbanken, Grand Kru"
255,Liberia,Gee Tubaken Clinic,,Grand Kru,4.950943058,-8.163858917999999,"Gee Tubaken Clinic, Grand Kru"
256,Liberia,Grand Cess Clinic,Clinic,Grand Kru,4.610844192,-8.181399308,"Grand Cess Clinic, Grand Kru"
258,Liberia,Bleebo Clinic,,Grand Kru,4.7010000000000005,-7.952253327999999,"Bleebo Clinic, Grand Kru"
259,Liberia,Gblebo Health,Clinic,Grand Kru,4.7325800000000005,-7.955660000000001,"Gblebo Health, Grand Kru"
260,Liberia,Buah HC,Health Center,Grand Kru,4.9543,-8.161489999999999,"Buah HC, Grand Kru"
261,Liberia,Dweken Clinic,,Grand Kru,5.054203117,-8.280095747,"Dweken Clinic, Grand Kru"
262,Liberia,Nyankupo,Clinic,Grand Kru,4.88531,-8.38198,"Nyankupo, Grand Kru"
263,Liberia,Sass Town Health Center,Health Center,Grand Kru,4.67399,-8.4261,"Sass Town Health Center, Grand Kru"
264,Liberia,Genoyah,Clinic,Grand Kru,4.58895,-7.9242,"Genoyah, Grand Kru"
265,Liberia,Willsonville,Clinic,Grand Kru,4.50082,-7.8635,"Willsonville, Grand Kru"
266,Liberia,Rally Time Hospital,Hospital,Grand Kru,4.575069999999999,-8.22184,"Rally Time Hospital, Grand Kru"
267,Liberia,Behwan City Clinic,Health Center,Grand Kru,4.6379134639999995,-7.869817893,"Behwan City Clinic, Grand Kru"
268,Liberia,Juduken,Clinic,Grand Kru,4.5996440000000005,-8.048344,"Juduken, Grand Kru"
269,Liberia,Newaken Clinic,Clinic,Grand Kru,4.694639133,-7.936078693,"Newaken Clinic, Grand Kru"
270,Liberia,Niful,Clinic,Grand Kru,4.74719,-8.54097,"Niful, Grand Kru"
271,Liberia,Borma Hospital,,Lofa,8.2680793,-10.3047612,"Borma Hospital, Lofa"
272,Liberia,Foya Case Management Centre,ETC,Lofa,8.378911,-10.205757,"Foya Case Management Centre, Lofa"
273,Liberia,Foya Borma Hospital,,Lofa,8.354897528,-10.20077678,"Foya Borma Hospital, Lofa"
274,Liberia,Foya Community Clinic,Clinic,Lofa,8.36317,-10.21287,"Foya Community Clinic, Lofa"
275,Liberia,Foya Kamara Health Center,Hospital,Lofa,8.35486,-10.20047,"Foya Kamara Health Center, Lofa"
276,Liberia,Foya Tengia Clinic,Clinic,Lofa,8.27731,-10.274980000000001,"Foya Tengia Clinic, Lofa"
277,Liberia,Lengbamgba Clinic,Clinic,Lofa,8.216927267,-10.26646849,"Lengbamgba Clinic, Lofa"
278,Liberia,Porluma Health Post,Clinic,Lofa,8.43632,-10.107460000000001,"Porluma Health Post, Lofa"
279,Liberia,Shello Clinic,Clinic,Lofa,8.38375,-10.20536,"Shello Clinic, Lofa"
280,Liberia,Solomba Clinic,Clinic,Lofa,8.50664847,-10.15839509,"Solomba Clinic, Lofa"
281,Liberia,Worsonga Clinic,,Lofa,8.361589289,-10.27601197,"Worsonga Clinic, Lofa"
282,Liberia,Yegbedu Clinic,,Lofa,8.235154349,-10.22113792,"Yegbedu Clinic, Lofa"
283,Liberia,Isaac Kpema,Clinic,Lofa,8.360560000000001,-10.20963,"Isaac Kpema, Lofa"
285,Liberia,Sorlumba,Clinic,Lofa,8.29593,-10.16076,"Sorlumba, Lofa"
286,Liberia,Warsonga,Clinic,Lofa,8.361239999999999,-10.283489999999999,"Warsonga, Lofa"
287,Liberia,Yekpedu,Clinic,Lofa,8.23392,-10.22478,"Yekpedu, Lofa"
288,Liberia,Balahun Clinic,,Lofa,8.332446272,-10.06648366,"Balahun Clinic, Lofa"
289,Liberia,Bolahun Health Center,Health Center,Lofa,8.2284,-10.16216,"Bolahun Health Center, Lofa"
290,Liberia,Fagonda Clinic,,Lofa,8.221351047999999,-10.17353848,"Fagonda Clinic, Lofa"
291,Liberia,Fangonda Public,Clinic,Lofa,8.22146,-10.17351,"Fangonda Public, Lofa"
292,Liberia,Fassawolu Health Clinic,Clinic,Lofa,8.38976,-10.066419999999999,"Fassawolu Health Clinic, Lofa"
293,Liberia,Gondolahun,Clinic,Lofa,7.965389999999999,-10.055589999999999,"Gondolahun, Lofa"
294,Liberia,Kamatahun Clinic,Clinic,Lofa,8.136510000000001,-10.29624,"Kamatahun Clinic, Lofa"
295,Liberia,Kolahun Hospital,Hospital,Lofa,8.294821622999999,-10.08399637,"Kolahun Hospital, Lofa"
296,Liberia,Korworhun Clinic,Clinic,Lofa,8.3167,-10.1513,"Korworhun Clinic, Lofa"
297,Liberia,Lukasu Public,Health Center,Lofa,8.04735,-10.24189,"Lukasu Public, Lofa"
298,Liberia,Mbolahun Hospital,,Lofa,8.228402294,-10.162048599999999,"Mbolahun Hospital, Lofa"
299,Liberia,Nyademoilahun Clinic,Clinic,Lofa,8.442188015,-9.960228345,"Nyademoilahun Clinic, Lofa"
300,Liberia,Popalahun Health Clinic,Clinic,Lofa,8.1758,-10.23397,"Popalahun Health Clinic, Lofa"
301,Liberia,Emergency Surgical Hospital,Hospital,Lofa,8.4228,-9.7532,"Emergency Surgical Hospital, Lofa"
302,Liberia,Faith,Clinic,Lofa,8.3331,-10.06643,"Faith, Lofa"
303,Liberia,Kaintahun,Clinic,Lofa,8.1622,-10.21599,"Kaintahun, Lofa"
304,Liberia,Barkedu Clinic,Clinic,Lofa,8.299829797000001,-9.631133559,"Barkedu Clinic, Lofa"
305,Liberia,Sakonedu  Clinic,,Lofa,8.462576391,-9.667733815,"Sakonedu  Clinic, Lofa"
306,Liberia,Ganglota Clinic,Clinic,Lofa,7.4228,-9.4934,"Ganglota Clinic, Lofa"
307,Liberia,Gbanway Clinic,Clinic,Lofa,7.68782425,-9.426360045,"Gbanway Clinic, Lofa"
308,Liberia,Gbonyea Community,Clinic,Lofa,7.50718,-9.5494,"Gbonyea Community, Lofa"
309,Liberia,Gonglota Clinic,Clinic,Lofa,7.4205,-9.4916,"Gonglota Clinic, Lofa"
310,Liberia,Gorlu Clinic,Clinic,Lofa,7.519885789,-9.479036957,"Gorlu Clinic, Lofa"
311,Liberia,Kpaiyea Clinic,Clinic,Lofa,7.71587,-9.385869999999999,"Kpaiyea Clinic, Lofa"
312,Liberia,Salayea Clinic,Clinic,Lofa,7.619280817999999,-9.491748347,"Salayea Clinic, Lofa"
313,Liberia,Sucromu Clinic,Clinic,Lofa,7.722006182,-9.436097197999999,"Sucromu Clinic, Lofa"
314,Liberia,Biggs Clinic,,Lofa,7.506682026,-9.553796835,"Biggs Clinic, Lofa"
315,Liberia,Telemai Clinic,,Lofa,7.681383801,-9.444306919,"Telemai Clinic, Lofa"
316,Liberia,Tinsui Clinic,,Lofa,7.588099092,-9.546648264,"Tinsui Clinic, Lofa"
317,Liberia,Yarpauh Clinic,,Lofa,7.364441212000001,-9.753126907999999,"Yarpauh Clinic, Lofa"
318,Liberia,Yarpua,Clinic,Lofa,7.655060000000001,-9.42256,"Yarpua, Lofa"
319,Liberia,Yarpuah Clinic,,Lofa,7.655083319,-9.422700733,"Yarpuah Clinic, Lofa"
320,Liberia,Memolahun Clinic,,Lofa,8.071601333,-10.45655713,"Memolahun Clinic, Lofa"
321,Liberia,Vahun Clinic,Health Center,Lofa,8.0624,-10.49961,"Vahun Clinic, Lofa"
322,Liberia,Balakpalasu Clinic,Clinic,Lofa,8.168510000000001,-9.69254,"Balakpalasu Clinic, Lofa"
323,Liberia,Bassagizia Clinic,Clinic,Lofa,8.358260000000001,-9.83682,"Bassagizia Clinic, Lofa"
324,Liberia,Bondi Clinic,,Lofa,8.269576575,-9.760001693,"Bondi Clinic, Lofa"
325,Liberia,Duogomai Clinic,Clinic,Lofa,8.195995732,-9.72692596,"Duogomai Clinic, Lofa"
326,Liberia,Kpotomai,Clinic,Lofa,8.22052,-9.94247,"Kpotomai, Lofa"
327,Liberia,Kpademai Clinic,Clinic,Lofa,8.212110000000001,-9.90852,"Kpademai Clinic, Lofa"
328,Liberia,Lawalazu Clinic,Clinic,Lofa,8.449180522999999,-9.841686294,"Lawalazu Clinic, Lofa"
329,Liberia,Sarkonedu Clinic,Clinic,Lofa,8.4617,-9.67331,"Sarkonedu Clinic, Lofa"
330,Liberia,Tubugissizu Clinic,,Lofa,8.462059317000001,-9.922089137999999,"Tubugissizu Clinic, Lofa"
331,Liberia,Vezala Clinic,,Lofa,8.371680057,-9.894629952,"Vezala Clinic, Lofa"
332,Liberia,Pentecostal Clinic,Clinic,Lofa,8.418341878,-9.755738598999999,"Pentecostal Clinic, Lofa"
333,Liberia,Tellewoyan OPD,Clinic,Lofa,8.42427,-9.74973,"Tellewoyan OPD, Lofa"
334,Liberia,Telewowan Hospital,Hospital,Lofa,8.42277,-9.7532264,"Telewowan Hospital, Lofa"
335,Liberia,Zinalormai,Clinic,Lofa,8.32976,-9.83677,"Zinalormai, Lofa"
336,Liberia,Bondi Selma,Clinic,Lofa,8.26965,-9.76003,"Bondi Selma, Lofa"
337,Liberia,Dougomai,Clinic,Lofa,8.196019999999999,-9.7269,"Dougomai, Lofa"
338,Liberia,Kpakamai,Clinic,Lofa,8.29686,-9.876669999999999,"Kpakamai, Lofa"
339,Liberia,Vezala,Clinic,Lofa,8.37042,-9.9025,"Vezala, Lofa"
340,Liberia,Voinjama Free Pentacostal Mission,Clinic,Lofa,8.41848,-9.75601,"Voinjama Free Pentacostal Mission, Lofa"
341,Liberia,Balagwalazu Clinic,Clinic,Lofa,7.799180000000001,-9.7141,"Balagwalazu Clinic, Lofa"
342,Liberia,Barziwen Clinic,Clinic,Lofa,8.153284798,-9.647794698,"Barziwen Clinic, Lofa"
343,Liberia,Borkeza,Clinic,Lofa,7.9073899999999995,-9.45876,"Borkeza, Lofa"
344,Liberia,Bokeza Clinic,,Lofa,7.907294806,-9.458579851,"Bokeza Clinic, Lofa"
345,Liberia,Fissebu Clinic,Clinic,Lofa,7.8238233479999995,-9.467857829,"Fissebu Clinic, Lofa"
346,Liberia,Konia Health Center,Health Center,Lofa,7.962486046,-9.543603523,"Konia Health Center, Lofa"
347,Liberia,Kpassagizia Clinic,,Lofa,8.019712743,-9.412905108,"Kpassagizia Clinic, Lofa"
348,Liberia,Luyeama Clinic,Clinic,Lofa,8.069150614,-9.635026981000001,"Luyeama Clinic, Lofa"
349,Liberia,Zolowo,Clinic,Lofa,7.652880000000001,-9.58821,"Zolowo, Lofa"
350,Liberia,Curran Lutheran Hospital,Hospital,Lofa,7.7751,-9.43259,"Curran Lutheran Hospital, Lofa"
351,Liberia,Fissebu,Clinic,Lofa,7.823639999999999,-9.46822,"Fissebu, Lofa"
352,Liberia,Yeala,Clinic,Lofa,7.82252,-9.4016,"Yeala, Lofa"
353,Liberia,Farmington - Division 28,Clinic,Margibi,6.4364,-10.3065,"Farmington - Division 28, Margibi"
354,Liberia,Duside Hospital (Firestone Medical Center),,Margibi,6.321805447000001,-10.44556315,"Duside Hospital (Firestone Medical Center), Margibi"
355,Liberia,"Duside Hospital,",,Margibi,6.35,-10.46667,"Duside Hospital,, Margibi"
356,Liberia,Peter's Town,Clinic,Margibi,6.60106,-10.08654,"Peter's Town, Margibi"
357,Liberia,Wohm,Clinic,Margibi,6.597160000000001,-10.018469999999999,"Wohm, Margibi"
358,Liberia,Tucker's Town,Clinic,Margibi,6.63139,-10.2466,"Tucker's Town, Margibi"
359,Liberia,C.H. Rennie Hospital,Hospital,Margibi,6.520118926,-10.35027521,"C.H. Rennie Hospital, Margibi"
360,Liberia,City Clinic,Clinic,Margibi,6.53067,-10.3522,"City Clinic, Margibi"
361,Liberia,Dr Barcolleh,Health Center,Margibi,6.53035,-10.8559,"Dr Barcolleh, Margibi"
362,Liberia,Fam Plan Assoc Lib,Clinic,Margibi,6.5285,-10.35099,"Fam Plan Assoc Lib, Margibi"
363,Liberia,Gbaye Town,Clinic,Margibi,6.635839999999999,-10.290339999999999,"Gbaye Town, Margibi"
364,Liberia,Kakata Health Center,Health Center,Margibi,6.54767,-10.033485,"Kakata Health Center, Margibi"
365,Liberia,Modern Medical Center,,Margibi,6.5367,-10.35414,"Modern Medical Center, Margibi"
366,Liberia,Lakayta Town,Clinic,Margibi,6.671869999999999,-10.35323,"Lakayta Town, Margibi"
367,Liberia,Kendei,Clinic,Margibi,6.6872300000000005,-10.21073,"Kendei, Margibi"
368,Liberia,M/S Community,Clinic,Margibi,6.63133,-10.63138,"M/S Community, Margibi"
369,Liberia,Samuel Cooper,Clinic,Margibi,6.57688,-10.312339999999999,"Samuel Cooper, Margibi"
370,Liberia,SRC Factory,Health Center,Margibi,6.65451,-10.12845,"SRC Factory, Margibi"
371,Liberia,Velleta,Clinic,Margibi,6.66425,-10.33431,"Velleta, Margibi"
372,Liberia,Weala Community,Clinic,Margibi,6.69155,-10.20551,"Weala Community, Margibi"
373,Liberia,Wolola,Clinic,Margibi,6.5229,-10.279639999999999,"Wolola, Margibi"
374,Liberia,Yarnwullie,Clinic,Margibi,6.5639,-10.196439999999999,"Yarnwullie, Margibi"
375,Liberia,Yeamai,Clinic,Margibi,6.747330000000001,-10.23526,"Yeamai, Margibi"
376,Liberia,,,Margibi,6.5267,-10.3412,
377,Liberia,Kenedeja Clinic,Clinic,Margibi,6.23435,-10.67816,"Kenedeja Clinic, Margibi"
378,Liberia,Faith Clinic,Clinic,Margibi,6.24199,-10.474169999999999,"Faith Clinic, Margibi"
379,Liberia,Shirley Germychev Clinic,Clinic,Margibi,6.24003,-10.6898,"Shirley Germychev Clinic, Margibi"
380,Liberia,Charlesville Clinic,Clinic,Margibi,6.19674,-10.38061,"Charlesville Clinic, Margibi"
381,Liberia,Dolo's Town,Clinic,Margibi,6.25173,-10.356539999999999,"Dolo's Town, Margibi"
382,Liberia,Harbel,Health Center,Margibi,6.23112,-10.32405,"Harbel, Margibi"
383,Liberia,Marshall,Health Center,Margibi,6.21314,-10.42314,"Marshall, Margibi"
384,Liberia,Schifflin,Clinic,Margibi,6.22618,-10.534180000000001,"Schifflin, Margibi"
385,Liberia,Unification Town,Health Center,Margibi,6.24605,-10.35304,"Unification Town, Margibi"
386,Liberia,Zeeworth,Clinic,Margibi,6.3534,-10.5551,"Zeeworth, Margibi"
387,Liberia,Division 28,Clinic,Margibi,6.4215599999999995,-10.31899,"Division 28, Margibi"
388,Liberia,Du-Side,Hospital,Margibi,6.35332,-10.469380000000001,"Du-Side, Margibi"
389,Liberia,Edward Banyan Kesselly Military Barracks,Clinic,Margibi,6.21091,-10.5689,"Edward Banyan Kesselly Military Barracks, Margibi"
390,Liberia,Liberian Health Care Center,Health Center,Margibi,6.21924,-10.592,"Liberian Health Care Center, Margibi"
391,Liberia,Pioneer,Clinic,Margibi,6.26242,-10.359160000000001,"Pioneer, Margibi"
392,Liberia,Sarco Clinic,Clinic,Margibi,6.24332,-10.34709,"Sarco Clinic, Margibi"
393,Liberia,Glofaken Clinic,Clinic,Maryland,4.949644493,-7.895098251,"Glofaken Clinic, Maryland"
394,Liberia,Cavalla New Town Clinic,Clinic,Maryland,4.36374,-7.58868,"Cavalla New Town Clinic, Maryland"
395,Liberia,Fish Town Clinic,Clinic,Maryland,4.42428022,-7.818062556,"Fish Town Clinic, Maryland"
396,Liberia,J.J. Dossen Memorial Hospital,Hospital,Maryland,4.377611621000001,-7.710367249,"J.J. Dossen Memorial Hospital, Maryland"
397,Liberia,Rock Town Clinic,Clinic,Maryland,4.39952584,-7.779714164,"Rock Town Clinic, Maryland"
398,Liberia,Sacred Heart,Clinic,Maryland,4.37978,-7.7084,"Sacred Heart, Maryland"
399,Liberia,Pullah Community Clinic,Clinic,Maryland,4.390177886,-7.606724294,"Pullah Community Clinic, Maryland"
400,Liberia,Yookudi,Clinic,Maryland,4.4452,-7.60098,"Yookudi, Maryland"
401,Liberia,Bassa Community Clinic,,Maryland,4.377619224,-7.714782431000001,"Bassa Community Clinic, Maryland"
402,Liberia,Doukudi Clinic,,Maryland,4.437993226000001,-7.545361512,"Doukudi Clinic, Maryland"
403,Liberia,LWRC Clinic,,Maryland,4.449485903999999,-7.74564045,"LWRC Clinic, Maryland"
404,Liberia,Thomson Street Community Clinic,,Maryland,4.374998022,-7.715778065,"Thomson Street Community Clinic, Maryland"
405,Liberia,Pougbaken Clinic,Clinic,Maryland,4.7556,-7.7589999999999995,"Pougbaken Clinic, Maryland"
406,Liberia,Boniken Clinic,Clinic,Maryland,4.641476015,-7.681508322000001,"Boniken Clinic, Maryland"
407,Liberia,Manolu 1 Clinic,Clinic,Maryland,4.719508768,-7.719224463,"Manolu 1 Clinic, Maryland"
408,Liberia,Manolu 2 Clinic,Clinic,Maryland,4.71779282,-7.720579837000001,"Manolu 2 Clinic, Maryland"
409,Liberia,Gbalay Clinic,,Maryland,4.68512144,-7.661144823,"Gbalay Clinic, Maryland"
410,Liberia,Wlowen Clinic,,Maryland,4.631108305,-7.801862109,"Wlowen Clinic, Maryland"
411,Liberia,Yediaken,Clinic,Maryland,4.67669,-7.66456,"Yediaken, Maryland"
412,Liberia,Yediaken Clinic,,Maryland,4.6762639539999995,-7.664226461,"Yediaken Clinic, Maryland"
413,Liberia,Feloken Clinic,Clinic,Maryland,5.06728,-7.866169999999999,"Feloken Clinic, Maryland"
414,Liberia,Gbawiliken,Clinic,Maryland,4.99046,-7.849419999999999,"Gbawiliken, Maryland"
415,Liberia,Barriken Clinic,Clinic,Maryland,4.492933518,-7.662764566,"Barriken Clinic, Maryland"
416,Liberia,Gboloke,Clinic,Maryland,4.53304,-7.642289999999999,"Gboloke, Maryland"
417,Liberia,Karloken,Health Center,Maryland,4.799023,-7.736891,"Karloken, Maryland"
418,Liberia,Rock Town Kunokudi,Clinic,Maryland,4.6451,-7.61716,"Rock Town Kunokudi, Maryland"
419,Liberia,Old Sodoken,Clinic,Maryland,4.520348,-7.705999,"Old Sodoken, Maryland"
420,Liberia,C.R.P. Medical Center,Health Center,Maryland,4.5335,-7.6451,"C.R.P. Medical Center, Maryland"
421,Liberia,Cavalla Medical Center,Clinic,Maryland,4.573607189,-7.661985342,"Cavalla Medical Center, Maryland"
422,Liberia,CRC Clinic,,Maryland,4.576580473,-7.655941213999999,"CRC Clinic, Maryland"
423,Liberia,CRC Hospital,,Maryland,4.576565189,-7.647829705,"CRC Hospital, Maryland"
424,Liberia,Plebo Health Center,Health Center,Maryland,4.58534,-7.6719,"Plebo Health Center, Maryland"
425,Liberia,St. Francis,Clinic,Maryland,4.553030000000001,-7.67081,"St. Francis, Maryland"
426,Liberia,Division 3 New Camp Clinic,,Maryland,4.569361937,-7.664967432,"Division 3 New Camp Clinic, Maryland"
427,Liberia,Division 5 CRC Camp 8 Clinic,,Maryland,4.565616972,-7.598281061000001,"Division 5 CRC Camp 8 Clinic, Maryland"
428,Liberia,Factory Camp Clinic,,Maryland,4.570321171000001,-7.694708042,"Factory Camp Clinic, Maryland"
429,Liberia,Gbloken Clinic,,Maryland,4.533323746000001,-7.642503122000001,"Gbloken Clinic, Maryland"
430,Liberia,Gedetarbo Clinic,,Maryland,4.572027728,-7.639726757,"Gedetarbo Clinic, Maryland"
431,Liberia,Sodoken,Clinic,Maryland,4.5240800000000005,-7.7041,"Sodoken, Maryland"
432,Liberia,Juduken,Clinic,Maryland,5.04713,-7.93867,"Juduken, Maryland"
433,Liberia,Bensonville Hospital,Hospital,Montserrado,6.442512813,-10.60410747,"Bensonville Hospital, Montserrado"
434,Liberia,Kingsville Clinic,Clinic,Montserrado,6.4240699999999995,-10.4766,"Kingsville Clinic, Montserrado"
435,Liberia,Crozierville Clinic,Clinic,Montserrado,6.4539800000000005,-10.635810000000001,"Crozierville Clinic, Montserrado"
436,Liberia,Harrisburg Clinic,Clinic,Montserrado,6.4896199999999995,-10.45298,"Harrisburg Clinic, Montserrado"
437,Liberia,Careysburg,Clinic,Montserrado,6.4023,-10.54757,"Careysburg, Montserrado"
438,Liberia,Bardnersville Health Center,Health Center,Montserrado,6.37206,-10.72542,"Bardnersville Health Center, Montserrado"
439,Liberia,Bardnersville Medical  & Lab Community Clinic,Clinic,Montserrado,6.35815,-10.7371,"Bardnersville Medical  & Lab Community Clinic, Montserrado"
440,Liberia,E.J. Goodridge H C,Health Center,Montserrado,6.3667,-10.7333,"E.J. Goodridge H C, Montserrado"
441,Liberia,Bardnersville Health Center,Health Center,Montserrado,6.259651,-10.708028,"Bardnersville Health Center, Montserrado"
442,Liberia,Forkay's Maternity Clinic,Clinic,Montserrado,6.36455,-10.735389999999999,"Forkay's Maternity Clinic, Montserrado"
443,Liberia,Central Prison,Clinic,Montserrado,6.30849,-10.80692,"Central Prison, Montserrado"
444,Liberia,Bromely Community Clinic,Clinic,Montserrado,6.413474,-10.744069999999999,"Bromely Community Clinic, Montserrado"
445,Liberia,Grey Stone Comm,Clinic,Montserrado,6.31762,-10.81035,"Grey Stone Comm, Montserrado"
446,Liberia,Island Clinic (Oniyama Specialist Hospital),Hospital,Montserrado,6.3279815,-10.79777,"Island Clinic (Oniyama Specialist Hospital), Montserrado"
447,Liberia,Jaimaca Road Clinic,Clinic,Montserrado,6.343369999999999,-10.782680000000001,"Jaimaca Road Clinic, Montserrado"
448,Liberia,Jallahlone Clinic,,Montserrado,6.925256127000001,-10.64278212,"Jallahlone Clinic, Montserrado"
449,Liberia,Clara Town,Health Center,Montserrado,6.3287,-10.79808,"Clara Town, Montserrado"
450,Liberia,Joanna Maternity,Clinic,Montserrado,6.30742,-10.80788,"Joanna Maternity, Montserrado"
451,Liberia,National TB & Leprosy Hospital,Hospital,Montserrado,6.26866,-10.7342,"National TB & Leprosy Hospital, Montserrado"
452,Liberia,St. Joseph Catholic Hospital,Hospital,Montserrado,6.272869999999999,-10.75462,"St. Joseph Catholic Hospital, Montserrado"
453,Liberia,Eye and Optical Clinic,Clinic,Montserrado,6.31661,-10.8045,"Eye and Optical Clinic, Montserrado"
454,Liberia,Chocolate City Clinic,Health Center,Montserrado,6.32923,-10.752369999999999,"Chocolate City Clinic, Montserrado"
455,Liberia,Tropical,Clinic,Montserrado,6.34871,-10.78726,"Tropical, Montserrado"
456,Liberia,Kingdom Care Hospital,Health Center,Montserrado,6.238802475,-10.68390071,"Kingdom Care Hospital, Montserrado"
457,Liberia,Fiamah   Community Clinic,Clinic,Montserrado,6.2834,-10.7515,"Fiamah   Community Clinic, Montserrado"
458,Liberia,Gardnersville Community Clinic,Clinic,Montserrado,6.31766,-10.727730000000001,"Gardnersville Community Clinic, Montserrado"
459,Liberia,Sis. Agnes Health Center,Clinic,Montserrado,6.33603,-10.74664,"Sis. Agnes Health Center, Montserrado"
460,Liberia,SiS. Barbara Ann Health Center,Health Center,Montserrado,6.32616,-10.735339999999999,"SiS. Barbara Ann Health Center, Montserrado"
461,Liberia,Father Lee Maternity Clinic,Clinic,Montserrado,6.3910599999999995,-10.75655,"Father Lee Maternity Clinic, Montserrado"
462,Liberia,Kelthy's  Clinic,Clinic,Montserrado,6.305112,-10.7146424,"Kelthy's  Clinic, Montserrado"
463,Liberia,Poly Clinic,Clinic,Montserrado,6.28875,-10.7748,"Poly Clinic, Montserrado"
464,Liberia,Fatima Clinic,Clinic,Montserrado,6.332000000000001,-10.7042,"Fatima Clinic, Montserrado"
465,Liberia,Bushrod Island Community  Clinic,Clinic,Montserrado,6.34455,-10.785739999999999,"Bushrod Island Community  Clinic, Montserrado"
466,Liberia,Central Matadi,Clinic,Montserrado,6.299980000000001,-10.76868,"Central Matadi, Montserrado"
467,Liberia,FPAL Clinic,Clinic,Montserrado,6.28849,-10.77714,"FPAL Clinic, Montserrado"
468,Liberia,Medical Diagnostic Laboratory Clinic,Clinic,Montserrado,6.2597055,-10.6859958,"Medical Diagnostic Laboratory Clinic, Montserrado"
469,Liberia,A.C.F.I. Medical Center,Clinic,Montserrado,6.2944949999999995,-10.789361999999999,"A.C.F.I. Medical Center, Montserrado"
